unique_id,name,community,qr_url,svg_file
GB0-1,Red Dust,Darwin,https://goodsoncountry.netlify.app/?asset_id=GB0-1,qr_GB0-1.svg
GB0-2,Gloria - Double - Tent ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-2,qr_GB0-2.svg
GB0-4,Boulder Double ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-4,qr_GB0-4.svg
GB0-5,Jesse - Double  ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-5,qr_GB0-5.svg
GB0-6,Ninga Mia - Single Test,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-6,qr_GB0-6.svg
GB0-7,Single x Double - Jocelyn ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-7,qr_GB0-7.svg
GB0-8,Double - Eagles ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-8,qr_GB0-8.svg
GB0-9,Greate Bed - ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-9,qr_GB0-9.svg
GB0-10,12x Test Ninga mia,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-10,qr_GB0-10.svg
GB0-11,Church of Christ Demo (( Beryls Bed)),Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-11,qr_GB0-11.svg
GB0-12,Bega Demo ,Kalgoorlie,https://goodsoncountry.netlify.app/?asset_id=GB0-12,qr_GB0-12.svg
GB0-13,Normans Bed // Wilya Janta Demo Bed ,Tennant Creek,https://goodsoncountry.netlify.app/?asset_id=GB0-13,qr_GB0-13.svg
GB0-14,Angelas - PICC ,Palm Island,https://goodsoncountry.netlify.app/?asset_id=GB0-14,qr_GB0-14.svg
GB0-15,Thomas / Albert Bed ,Palm Island,https://goodsoncountry.netlify.app/?asset_id=GB0-15,qr_GB0-15.svg
GB0-16,Jason’s Bed ,Palm Island,https://goodsoncountry.netlify.app/?asset_id=GB0-16,qr_GB0-16.svg
